车次ID,车次,站序,站名,到点,发点
162,323,15,扬州线路所,11:25:00,11:25:00
162,323,16,南京南,11:38:00,11:46:00
162,323,17,秦淮河线路所,11:49:00,11:49:00
162,323,18,镇江南,12:06:00,12:08:00
162,323,19,丹阳北,12:16:00,12:16:00
162,323,20,常州北,12:26:00,12:28:00
162,323,21,无锡东,12:44:00,12:46:00
162,323,22,苏州北,12:53:00,12:53:00
162,323,23,昆山南,13:00:00,13:00:00
162,323,24,黄渡线路所,13:08:00,13:08:00
162,323,25,上海虹桥,13:15:00,13:15:00
163,325,0,济南西,0:53:00,0:53:00
163,325,1,崔马庄线路所,0:58:00,0:58:00
163,325,2,泰安,1:08:00,1:08:00
163,325,3,曲阜东,1:22:00,1:22:00
163,325,4,滕州东,1:33:00,1:33:00
163,325,5,枣庄,1:43:00,1:45:00
163,325,6,徐州东,2:04:00,2:08:00
163,325,7,宿州东,2:27:00,2:42:00
163,325,8,蚌埠南,3:02:00,3:02:00
163,325,9,定远,3:13:00,3:13:00
163,325,10,滁州,3:25:00,3:25:00
163,325,11,扬州线路所,3:28:00,3:28:00
163,325,12,南京南,3:41:00,3:43:00
163,325,13,秦淮河线路所,3:46:00,3:46:00
163,325,14,镇江南,4:03:00,4:05:00
163,325,15,丹阳北,4:16:00,4:20:00
163,325,16,常州北,4:29:00,4:29:00
163,325,17,无锡东,4:43:00,4:58:00
163,325,18,苏州北,5:08:00,5:10:00
163,325,19,昆山南,5:19:00,5:19:00
163,325,20,黄渡线路所,5:27:00,5:27:00
163,325,21,上海虹桥,5:34:00,5:34:00
164,327,0,津沪线路所,0:11:00,0:11:00
164,327,1,天津南,0:12:00,0:12:00
164,327,2,沧州西,0:33:00,0:36:00
164,327,3,德州东,0:59:00,0:59:00
164,327,4,济南西,1:21:00,1:25:00
164,327,5,崔马庄线路所,1:30:00,1:30:00
164,327,6,泰安,1:40:00,1:40:00
164,327,7,曲阜东,1:57:00,2:08:00
164,327,8,滕州东,2:21:00,2:21:00
164,327,9,枣庄,2:28:00,2:28:00
164,327,10,徐州东,2:45:00,2:53:00
164,327,11,宿州东,3:12:00,3:27:00
164,327,12,蚌埠南,3:50:00,3:52:00
164,327,13,定远,4:05:00,4:05:00
164,327,14,滁州,4:17:00,4:17:00
164,327,15,扬州线路所,4:20:00,4:20:00
164,327,16,南京南,4:33:00,4:35:00
164,327,17,秦淮河线路所,4:38:00,4:38:00
164,327,18,镇江南,4:55:00,4:57:00
164,327,19,丹阳北,5:05:00,5:05:00
164,327,20,常州北,5:15:00,5:22:00
164,327,21,无锡东,5:38:00,5:53:00
164,327,22,苏州北,6:00:00,6:00:00
164,327,23,昆山南,6:10:00,6:12:00
164,327,24,黄渡线路所,6:22:00,6:22:00
164,327,25,上海虹桥,6:29:00,6:29:00
165,329,0,津沪线路所,14:59:00,14:59:00
165,329,1,天津南,15:00:00,15:00:00
165,329,2,沧州西,15:21:00,15:23:00
165,329,3,德州东,15:46:00,15:46:00
165,329,4,济南西,16:08:00,16:08:00
166,331,0,济南西,0:32:00,0:32:00
166,331,1,崔马庄线路所,0:37:00,0:37:00
166,331,2,泰安,0:47:00,0:47:00
166,331,3,曲阜东,1:04:00,1:13:00
166,331,4,滕州东,1:26:00,1:26:00
166,331,5,枣庄,1:33:00,1:33:00
166,331,6,徐州东,1:50:00,1:59:00
166,331,7,宿州东,2:15:00,2:15:00
166,331,8,蚌埠南,2:36:00,2:38:00
166,331,9,定远,2:54:00,2:56:00
166,331,10,滁州,3:13:00,3:15:00
166,331,11,扬州线路所,3:20:00,3:20:00
166,331,12,南京南,3:33:00,3:35:00
166,331,13,秦淮河线路所,3:38:00,3:38:00
166,331,14,镇江南,3:55:00,3:57:00
166,331,15,丹阳北,4:05:00,4:05:00
166,331,16,常州北,4:15:00,4:17:00
166,331,17,无锡东,4:33:00,4:35:00
166,331,18,苏州北,4:45:00,4:47:00
166,331,19,昆山南,4:56:00,4:56:00
166,331,20,黄渡线路所,5:04:00,5:04:00
166,331,21,上海虹桥,5:11:00,5:11:00
167,333,0,津沪线路所,0:22:00,0:22:00
167,333,1,天津南,0:23:00,0:23:00
167,333,2,沧州西,0:41:00,0:41:00
167,333,3,德州东,1:05:00,1:07:00
167,333,4,济南西,1:31:00,1:33:00
167,333,5,崔马庄线路所,1:38:00,1:38:00
167,333,6,泰安,1:48:00,1:48:00
167,333,7,曲阜东,2:05:00,2:12:00
167,333,8,滕州东,2:25:00,2:25:00
167,333,9,枣庄,2:32:00,2:32:00
167,333,10,徐州东,2:49:00,2:57:00
167,333,11,宿州东,3:16:00,3:31:00
167,333,12,蚌埠南,3:54:00,3:56:00
167,333,13,定远,4:09:00,4:09:00
167,333,14,滁州,4:21:00,4:21:00
167,333,15,扬州线路所,4:24:00,4:24:00
167,333,16,南京南,4:37:00,4:39:00
167,333,17,秦淮河线路所,4:42:00,4:42:00
167,333,18,镇江南,4:59:00,5:12:00
167,333,19,丹阳北,5:20:00,5:20:00
167,333,20,常州北,5:30:00,5:45:00
167,333,21,无锡东,5:58:00,5:58:00
167,333,22,苏州北,6:06:00,6:09:00
167,333,23,昆山南,6:18:00,6:18:00
167,333,24,黄渡线路所,6:26:00,6:26:00
167,333,25,上海虹桥,6:33:00,6:33:00
168,335,0,津沪线路所,0:15:00,0:15:00
168,335,1,天津南,0:16:00,0:16:00
168,335,2,沧州西,0:37:00,0:50:00
168,335,3,德州东,1:13:00,1:13:00
168,335,4,济南西,1:35:00,1:37:00
168,335,5,崔马庄线路所,1:42:00,1:42:00
168,335,6,泰安,1:52:00,1:52:00
168,335,7,曲阜东,2:09:00,2:16:00
168,335,8,滕州东,2:29:00,2:29:00
168,335,9,枣庄,2:39:00,2:41:00
168,335,10,徐州东,3:00:00,3:15:00
168,335,11,宿州东,3:34:00,3:42:00
168,335,12,蚌埠南,4:02:00,4:02:00
168,335,13,定远,4:13:00,4:13:00
168,335,14,滁州,4:25:00,4:25:00
168,335,15,扬州线路所,4:28:00,4:28:00
168,335,16,南京南,4:41:00,4:41:00
169,337,0,津沪线路所,7:27:00,7:27:00
169,337,1,天津南,7:28:00,7:28:00
169,337,2,沧州西,7:49:00,8:04:00
169,337,3,德州东,8:27:00,8:27:00
169,337,4,济南西,8:49:00,9:02:00
169,337,5,崔马庄线路所,9:07:00,9:07:00
169,337,6,泰安,9:17:00,9:17:00
169,337,7,曲阜东,9:34:00,9:47:00
169,337,8,滕州东,10:00:00,10:00:00
169,337,9,枣庄,10:07:00,10:07:00
169,337,10,徐州东,10:24:00,10:33:00
169,337,11,宿州东,10:49:00,10:49:00
169,337,12,蚌埠南,11:07:00,11:07:00
169,337,13,定远,11:18:00,11:18:00
169,337,14,滁州,11:30:00,11:30:00
169,337,15,扬州线路所,11:33:00,11:33:00
169,337,16,南京南,11:46:00,12:01:00
169,337,17,秦淮河线路所,12:04:00,12:04:00
169,337,18,镇江南,12:18:00,12:18:00
169,337,19,丹阳北,12:24:00,12:24:00
169,337,20,常州北,12:34:00,12:49:00
169,337,21,无锡东,13:02:00,13:02:00
169,337,22,苏州北,13:10:00,13:12:00
169,337,23,昆山南,13:24:00,13:31:00
169,337,24,黄渡线路所,13:41:00,13:41:00
169,337,25,上海虹桥,13:48:00,13:48:00
170,339,0,津沪线路所,2:34:00,2:34:00
170,339,1,天津南,2:35:00,2:35:00
170,339,2,沧州西,2:56:00,3:05:00
170,339,3,德州东,3:28:00,3:28:00
170,339,4,济南西,3:50:00,3:52:00
170,339,5,崔马庄线路所,3:57:00,3:57:00
170,339,6,泰安,4:07:00,4:07:00
170,339,7,曲阜东,4:24:00,4:28:00
170,339,8,滕州东,4:44:00,4:59:00
170,339,9,枣庄,5:08:00,5:08:00
170,339,10,徐州东,5:25:00,5:27:00
170,339,11,宿州东,5:46:00,5:54:00
170,339,12,蚌埠南,6:17:00,6:19:00
170,339,13,定远,6:32:00,6:32:00
170,339,14,滁州,6:44:00,6:44:00
170,339,15,扬州线路所,6:47:00,6:47:00
170,339,16,南京南,7:00:00,7:02:00
170,339,17,秦淮河线路所,7:05:00,7:05:00
170,339,18,镇江南,7:22:00,7:31:00
170,339,19,丹阳北,7:39:00,7:39:00
170,339,20,常州北,7:49:00,7:51:00
170,339,21,无锡东,8:04:00,8:04:00
170,339,22,苏州北,8:12:00,8:20:00
170,339,23,昆山南,8:29:00,8:29:00
170,339,24,黄渡线路所,8:37:00,8:37:00
170,339,25,上海虹桥,8:44:00,8:44:00
171,341,0,津沪线路所,0:07:00,0:07:00
171,341,1,天津南,0:08:00,0:08:00
171,341,2,沧州西,0:29:00,0:32:00
171,341,3,德州东,0:55:00,0:55:00
171,341,4,济南西,1:17:00,1:21:00
171,341,5,崔马庄线路所,1:26:00,1:26:00
171,341,6,泰安,1:36:00,1:36:00
171,341,7,曲阜东,1:53:00,2:04:00
171,341,8,滕州东,2:17:00,2:17:00
171,341,9,枣庄,2:24:00,2:24:00
171,341,10,徐州东,2:41:00,2:43:00
171,341,11,宿州东,3:02:00,3:08:00
171,341,12,蚌埠南,3:31:00,3:40:00
171,341,13,定远,3:53:00,3:53:00
171,341,14,滁州,4:05:00,4:05:00
171,341,15,扬州线路所,4:08:00,4:08:00
171,341,16,南京南,4:21:00,4:28:00
171,341,17,秦淮河线路所,4:31:00,4:31:00
171,341,18,镇江南,4:48:00,4:50:00
171,341,19,丹阳北,4:58:00,4:58:00
171,341,20,常州北,5:08:00,5:10:00
171,341,21,无锡东,5:26:00,5:28:00
171,341,22,苏州北,5:38:00,5:40:00
171,341,23,昆山南,5:49:00,5:49:00
171,341,24,黄渡线路所,5:57:00,5:57:00
171,341,25,上海虹桥,6:04:00,6:04:00
172,343,0,津沪线路所,10:39:00,10:39:00
172,343,1,天津南,10:40:00,10:40:00
172,343,2,沧州西,10:58:00,10:58:00
172,343,3,德州东,11:22:00,11:24:00
172,343,4,济南西,11:48:00,11:48:00
173,345,0,津沪线路所,15:10:00,15:10:00
173,345,1,天津南,15:11:00,15:11:00
173,345,2,沧州西,15:29:00,15:29:00
173,345,3,德州东,15:50:00,15:50:00
173,345,4,济南西,16:12:00,16:12:00
174,347,0,津沪线路所,5:30:00,5:30:00
174,347,1,天津南,5:31:00,5:31:00
174,347,2,沧州西,5:52:00,5:54:00
174,347,3,德州东,6:20:00,6:27:00
174,347,4,济南西,6:51:00,6:53:00
174,347,5,崔马庄线路所,6:58:00,6:58:00
174,347,6,泰安,7:08:00,7:08:00
174,347,7,曲阜东,7:22:00,7:22:00
174,347,8,滕州东,7:33:00,7:33:00
174,347,9,枣庄,7:40:00,7:40:00
174,347,10,徐州东,7:54:00,7:54:00
174,347,11,宿州东,8:11:00,8:16:00
174,347,12,蚌埠南,8:39:00,8:46:00
174,347,13,定远,8:59:00,8:59:00
174,347,14,滁州,9:11:00,9:11:00
174,347,15,扬州线路所,9:14:00,9:14:00
174,347,16,南京南,9:27:00,9:30:00
174,347,17,秦淮河线路所,9:33:00,9:33:00
174,347,18,镇江南,9:50:00,10:03:00
174,347,19,丹阳北,10:11:00,10:11:00
174,347,20,常州北,10:21:00,10:30:00
174,347,21,无锡东,10:46:00,11:00:00
174,347,22,苏州北,11:10:00,11:24:00
174,347,23,昆山南,11:36:00,11:38:00
174,347,24,黄渡线路所,11:48:00,11:48:00
174,347,25,上海虹桥,11:55:00,11:55:00
175,349,0,津沪线路所,14:17:00,14:17:00
175,349,1,天津南,14:18:00,14:18:00
175,349,2,沧州西,14:39:00,14:46:00
175,349,3,德州东,15:09:00,15:09:00
175,349,4,济南西,15:31:00,15:38:00
175,349,5,崔马庄线路所,15:43:00,15:43:00
175,349,6,泰安,15:56:00,15:58:00
175,349,7,曲阜东,16:17:00,16:21:00
175,349,8,滕州东,16:34:00,16:34:00
175,349,9,枣庄,16:41:00,16:41:00
175,349,10,徐州东,16:58:00,16:58:00
176,351,0,津沪线路所,3:29:00,3:29:00
176,351,1,天津南,3:30:00,3:30:00
176,351,2,沧州西,3:51:00,3:53:00
176,351,3,德州东,4:19:00,4:25:00
176,351,4,济南西,4:49:00,4:49:00
177,353,0,津沪线路所,14:07:00,14:07:00
177,353,1,天津南,14:08:00,14:08:00
177,353,2,沧州西,14:29:00,14:38:00
177,353,3,德州东,15:01:00,15:01:00
177,353,4,济南西,15:23:00,15:30:00
177,353,5,崔马庄线路所,15:35:00,15:35:00
177,353,6,泰安,15:45:00,15:45:00
177,353,7,曲阜东,16:02:00,16:04:00
177,353,8,滕州东,16:20:00,16:24:00
177,353,9,枣庄,16:33:00,16:33:00
177,353,10,徐州东,16:50:00,16:52:00
177,353,11,宿州东,17:11:00,17:13:00
177,353,12,蚌埠南,17:33:00,17:33:00
178,355,0,南京南,0:00:00,0:00:00
178,355,1,秦淮河线路所,0:03:00,0:03:00
178,355,2,镇江南,0:20:00,0:24:00
178,355,3,丹阳北,0:32:00,0:32:00
178,355,4,常州北,0:42:00,0:44:00
178,355,5,无锡东,1:00:00,1:02:00
178,355,6,苏州北,1:12:00,1:14:00
178,355,7,昆山南,1:26:00,1:28:00
178,355,8,黄渡线路所,1:38:00,1:38:00
178,355,9,上海虹桥,1:45:00,1:45:00
179,357,0,南京南,1:23:00,1:23:00
179,357,1,秦淮河线路所,1:26:00,1:26:00
179,357,2,镇江南,1:43:00,1:45:00
179,357,3,丹阳北,1:53:00,1:53:00
179,357,4,常州北,2:03:00,2:05:00
179,357,5,无锡东,2:21:00,2:33:00
179,357,6,苏州北,2:43:00,2:47:00
179,357,7,昆山南,2:56:00,2:56:00
179,357,8,黄渡线路所,3:04:00,3:04:00
179,357,9,上海虹桥,3:11:00,3:11:00
180,359,0,北京南,13:19:00,13:19:00
180,359,1,廊坊,13:37:00,13:37:00
180,359,2,京津线路所,13:47:00,13:47:00
180,359,3,津沪线路所,13:48:00,13:48:00
180,359,4,天津南,13:49:00,13:49:00
180,359,5,沧州西,14:10:00,14:12:00
180,359,6,德州东,14:35:00,14:35:00
180,359,7,济南西,14:57:00,15:12:00
180,359,8,崔马庄线路所,15:17:00,15:17:00
180,359,9,泰安,15:27:00,15:27:00
180,359,10,曲阜东,15:44:00,15:46:00
180,359,11,滕州东,15:59:00,15:59:00
180,359,12,枣庄,16:06:00,16:06:00
180,359,13,徐州东,16:23:00,16:23:00
181,361,0,北京南,12:02:00,12:02:00
181,361,1,廊坊,12:20:00,12:20:00
181,361,2,京津线路所,12:30:00,12:30:00
181,361,3,津沪线路所,12:31:00,12:31:00
181,361,4,天津南,12:35:00,12:43:00
181,361,5,沧州西,13:03:00,13:03:00
181,361,6,德州东,13:24:00,13:24:00
181,361,7,济南西,13:46:00,13:59:00
181,361,8,崔马庄线路所,14:04:00,14:04:00
181,361,9,泰安,14:17:00,14:32:00
181,361,10,曲阜东,14:51:00,14:57:00
181,361,11,滕州东,15:10:00,15:10:00
181,361,12,枣庄,15:17:00,15:17:00
181,361,13,徐州东,15:34:00,15:34:00
182,363,0,北京南,3:14:00,3:14:00
182,363,1,廊坊,3:32:00,3:32:00
182,363,2,京津线路所,3:42:00,3:42:00
182,363,3,津沪线路所,3:43:00,3:43:00
182,363,4,天津南,3:47:00,3:49:00
182,363,5,沧州西,4:09:00,4:09:00
182,363,6,德州东,4:33:00,4:35:00
182,363,7,济南西,4:59:00,5:01:00
182,363,8,崔马庄线路所,5:06:00,5:06:00
182,363,9,泰安,5:16:00,5:16:00
182,363,10,曲阜东,5:33:00,5:33:00
183,365,0,北京南,4:08:00,4:08:00
183,365,1,廊坊,4:26:00,4:26:00
183,365,2,京津线路所,4:36:00,4:36:00
183,365,3,津沪线路所,4:37:00,4:37:00
183,365,4,天津南,4:41:00,4:43:00
183,365,5,沧州西,5:03:00,5:03:00
183,365,6,德州东,5:27:00,5:29:00
183,365,7,济南西,5:53:00,5:58:00
183,365,8,崔马庄线路所,6:03:00,6:03:00
183,365,9,泰安,6:13:00,6:13:00
183,365,10,曲阜东,6:30:00,6:30:00
184,367,0,蚌埠南,0:00:00,0:00:00
184,367,1,定远,0:16:00,0:18:00
184,367,2,滁州,0:35:00,0:37:00
184,367,3,扬州线路所,0:42:00,0:42:00
184,367,4,南京南,0:55:00,0:55:00
185,369,0,徐州东,4:31:00,4:31:00
185,369,1,宿州东,4:50:00,5:05:00
185,369,2,蚌埠南,5:28:00,5:42:00
185,369,3,定远,5:55:00,5:55:00
185,369,4,滁州,6:10:00,6:19:00
185,369,5,扬州线路所,6:24:00,6:24:00
185,369,6,南京南,6:37:00,6:37:00
186,371,0,徐州东,1:02:00,1:02:00
186,371,1,宿州东,1:21:00,1:30:00
186,371,2,蚌埠南,1:53:00,1:53:00
187,373,0,南京南,14:30:00,14:30:00
187,373,1,秦淮河线路所,14:33:00,14:33:00
187,373,2,镇江南,14:47:00,14:47:00
187,373,3,丹阳北,14:53:00,14:53:00
187,373,4,常州北,15:00:00,15:00:00
187,373,5,无锡东,15:14:00,15:20:00
187,373,6,苏州北,15:27:00,15:27:00
187,373,7,昆山南,15:34:00,15:34:00
187,373,8,黄渡线路所,15:42:00,15:42:00
187,373,9,上海虹桥,15:49:00,15:49:00
188,375,0,南京南,0:21:00,0:21:00
188,375,1,秦淮河线路所,0:24:00,0:24:00
188,375,2,镇江南,0:38:00,0:38:00
188,375,3,丹阳北,0:44:00,0:44:00
188,375,4,常州北,0:54:00,0:56:00
188,375,5,无锡东,1:12:00,1:14:00
188,375,6,苏州北,1:24:00,1:26:00
188,375,7,昆山南,1:38:00,1:40:00
188,375,8,黄渡线路所,1:50:00,1:50:00
188,375,9,上海虹桥,1:57:00,1:57:00
189,377,0,济南西,0:21:00,0:21:00
189,377,1,崔马庄线路所,0:26:00,0:26:00
189,377,2,泰安,0:39:00,0:54:00
189,377,3,曲阜东,1:13:00,1:28:00
189,377,4,滕州东,1:41:00,1:41:00
189,377,5,枣庄,1:51:00,2:04:00
189,377,6,徐州东,2:20:00,2:20:00
189,377,7,宿州东,2:37:00,2:52:00
189,377,8,蚌埠南,3:15:00,3:26:00
189,377,9,定远,3:42:00,3:55:00
189,377,10,滁州,4:12:00,4:27:00
189,377,11,扬州线路所,4:32:00,4:32:00
189,377,12,南京南,4:45:00,4:45:00
190,379,0,南京南,0:59:00,0:59:00
190,379,1,秦淮河线路所,1:02:00,1:02:00
190,379,2,镇江南,1:16:00,1:16:00
190,379,3,丹阳北,1:22:00,1:22:00
190,379,4,常州北,1:29:00,1:29:00
190,379,5,无锡东,1:43:00,1:45:00
190,379,6,苏州北,1:55:00,1:57:00
190,379,7,昆山南,2:06:00,2:06:00
190,379,8,黄渡线路所,2:14:00,2:14:00
190,379,9,上海虹桥,2:21:00,2:21:00
191,381,0,徐州东,6:53:00,6:53:00
191,381,1,宿州东,7:09:00,7:09:00
191,381,2,蚌埠南,7:30:00,7:30:00
192,383,0,南京南,12:33:00,12:33:00
192,383,1,秦淮河线路所,12:36:00,12:36:00
192,383,2,镇江南,12:53:00,13:08:00
192,383,3,丹阳北,13:16:00,13:16:00
192,383,4,常州北,13:23:00,13:23:00
192,383,5,无锡东,13:34:00,13:34:00
192,383,6,苏州北,13:42:00,13:44:00
192,383,7,昆山南,13:53:00,13:53:00
192,383,8,黄渡线路所,14:01:00,14:01:00
192,383,9,上海虹桥,14:08:00,14:08:00
193,385,0,南京南,3:13:00,3:13:00
193,385,1,秦淮河线路所,3:16:00,3:16:00
193,385,2,镇江南,3:33:00,3:35:00
193,385,3,丹阳北,3:46:00,3:48:00
193,385,4,常州北,4:00:00,4:02:00
193,385,5,无锡东,4:18:00,4:20:00
193,385,6,苏州北,4:30:00,4:32:00
193,385,7,昆山南,4:41:00,4:41:00
193,385,8,黄渡线路所,4:49:00,4:49:00
193,385,9,上海虹桥,4:56:00,4:56:00
194,387,0,南京南,1:03:00,1:03:00
194,387,1,秦淮河线路所,1:06:00,1:06:00
194,387,2,镇江南,1:20:00,1:20:00
194,387,3,丹阳北,1:26:00,1:26:00
194,387,4,常州北,1:33:00,1:33:00
194,387,5,无锡东,1:47:00,1:49:00
194,387,6,苏州北,1:59:00,2:01:00
194,387,7,昆山南,2:10:00,2:10:00
194,387,8,黄渡线路所,2:18:00,2:18:00
194,387,9,上海虹桥,2:25:00,2:25:00
195,389,0,南京南,0:35:00,0:35:00
195,389,1,秦淮河线路所,0:38:00,0:38:00
195,389,2,镇江南,0:52:00,0:52:00
195,389,3,丹阳北,0:58:00,0:58:00
195,389,4,常州北,1:08:00,1:15:00
195,389,5,无锡东,1:31:00,1:33:00
195,389,6,苏州北,1:43:00,1:45:00
195,389,7,昆山南,1:54:00,1:54:00
195,389,8,黄渡线路所,2:02:00,2:02:00
195,389,9,上海虹桥,2:09:00,2:09:00
196,391,0,南京南,11:29:00,11:29:00
196,391,1,秦淮河线路所,11:32:00,11:32:00
196,391,2,镇江南,11:49:00,12:01:00
196,391,3,丹阳北,12:09:00,12:09:00
196,391,4,常州北,12:19:00,12:21:00
196,391,5,无锡东,12:37:00,12:39:00
196,391,6,苏州北,12:46:00,12:46:00
196,391,7,昆山南,12:53:00,12:53:00
196,391,8,黄渡线路所,13:01:00,13:01:00
196,391,9,上海虹桥,13:08:00,13:08:00
197,393,0,南京南,14:00:00,14:00:00
197,393,1,秦淮河线路所,14:03:00,14:03:00
197,393,2,镇江南,14:17:00,14:17:00
197,393,3,丹阳北,14:23:00,14:23:00
197,393,4,常州北,14:30:00,14:30:00
197,393,5,无锡东,14:41:00,14:41:00
197,393,6,苏州北,14:49:00,15:04:00
197,393,7,昆山南,15:13:00,15:13:00
197,393,8,黄渡线路所,15:21:00,15:21:00
197,393,9,上海虹桥,15:28:00,15:28:00
198,395,0,徐州东,5:23:00,5:23:00
198,395,1,宿州东,5:39:00,5:39:00
198,395,2,蚌埠南,5:57:00,5:57:00
198,395,3,定远,6:08:00,6:08:00
198,395,4,滁州,6:23:00,6:25:00
198,395,5,扬州线路所,6:30:00,6:30:00
198,395,6,南京南,6:43:00,6:55:00
198,395,7,秦淮河线路所,6:58:00,6:58:00
198,395,8,镇江南,7:12:00,7:12:00
198,395,9,丹阳北,7:18:00,7:18:00
198,395,10,常州北,7:28:00,7:42:00
198,395,11,无锡东,7:58:00,8:08:00
198,395,12,苏州北,8:15:00,8:15:00
198,395,13,昆山南,8:25:00,8:35:00
198,395,14,黄渡线路所,8:45:00,8:45:00
198,395,15,上海虹桥,8:52:00,8:52:00
199,397,0,徐州东,5:44:00,5:44:00
199,397,1,宿州东,6:00:00,6:00:00
199,397,2,蚌埠南,6:21:00,6:23:00
199,397,3,定远,6:36:00,6:36:00
199,397,4,滁州,6:48:00,6:48:00
199,397,5,扬州线路所,6:51:00,6:51:00
199,397,6,南京南,7:04:00,7:19:00
199,397,7,秦淮河线路所,7:22:00,7:22:00
199,397,8,镇江南,7:36:00,7:36:00
199,397,9,丹阳北,7:45:00,7:47:00
199,397,10,常州北,7:56:00,7:56:00
199,397,11,无锡东,8:10:00,8:12:00
199,397,12,苏州北,8:22:00,8:24:00
199,397,13,昆山南,8:33:00,8:33:00
199,397,14,黄渡线路所,8:41:00,8:41:00
199,397,15,上海虹桥,8:48:00,8:48:00
200,399,0,徐州东,6:10:00,6:10:00
200,399,1,宿州东,6:29:00,6:38:00
200,399,2,蚌埠南,6:58:00,6:58:00
200,399,3,定远,7:09:00,7:09:00
200,399,4,滁州,7:21:00,7:21:00
200,399,5,扬州线路所,7:24:00,7:24:00
200,399,6,南京南,7:37:00,7:50:00
200,399,7,秦淮河线路所,7:53:00,7:53:00
200,399,8,镇江南,8:10:00,8:18:00
200,399,9,丹阳北,8:26:00,8:26:00
200,399,10,常州北,8:33:00,8:33:00
200,399,11,无锡东,8:47:00,8:50:00
200,399,12,苏州北,9:00:00,9:15:00
200,399,13,昆山南,9:24:00,9:24:00
200,399,14,黄渡线路所,9:32:00,9:32:00
200,399,15,上海虹桥,9:39:00,9:39:00
201,401,0,徐州东,14:47:00,14:47:00
201,401,1,宿州东,15:03:00,15:03:00
201,401,2,蚌埠南,15:21:00,15:21:00
201,401,3,定远,15:32:00,15:32:00
201,401,4,滁州,15:44:00,15:44:00
201,401,5,扬州线路所,15:47:00,15:47:00
201,401,6,南京南,16:00:00,16:14:00
201,401,7,秦淮河线路所,16:17:00,16:17:00
201,401,8,镇江南,16:34:00,16:40:00
201,401,9,丹阳北,16:48:00,16:48:00
201,401,10,常州北,16:55:00,16:55:00
201,401,11,无锡东,17:09:00,17:19:00
201,401,12,苏州北,17:29:00,17:31:00
201,401,13,昆山南,17:40:00,17:40:00
201,401,14,黄渡线路所,17:48:00,17:48:00
201,401,15,上海虹桥,17:55:00,17:55:00
202,403,0,徐州东,12:39:00,12:39:00
202,403,1,宿州东,12:55:00,12:55:00
202,403,2,蚌埠南,13:16:00,13:18:00
202,403,3,定远,13:31:00,13:31:00
202,403,4,滁州,13:43:00,13:43:00
202,403,5,扬州线路所,13:46:00,13:46:00
202,403,6,南京南,13:59:00,14:06:00
202,403,7,秦淮河线路所,14:09:00,14:09:00
202,403,8,镇江南,14:26:00,14:41:00
202,403,9,丹阳北,14:49:00,14:49:00
202,403,10,常州北,14:56:00,14:56:00
202,403,11,无锡东,15:10:00,15:16:00
202,403,12,苏州北,15:23:00,15:23:00
202,403,13,昆山南,15:30:00,15:30:00
202,403,14,黄渡线路所,15:38:00,15:38:00
202,403,15,上海虹桥,15:45:00,15:45:00
203,405,0,济南西,1:08:00,1:08:00
203,405,1,崔马庄线路所,1:13:00,1:13:00
203,405,2,泰安,1:23:00,1:23:00
203,405,3,曲阜东,1:40:00,1:42:00
203,405,4,滕州东,1:58:00,2:00:00
203,405,5,枣庄,2:12:00,2:14:00
203,405,6,徐州东,2:33:00,2:33:00
204,407,0,崔马庄线路所,9:23:00,9:23:00
204,407,1,泰安,9:33:00,9:33:00
204,407,2,曲阜东,9:50:00,9:59:00
204,407,3,滕州东,10:12:00,10:12:00
204,407,4,枣庄,10:19:00,10:19:00
204,407,5,徐州东,10:36:00,10:36:00
205,409,0,济南西,0:06:00,0:06:00
205,409,1,崔马庄线路所,0:11:00,0:11:00
205,409,2,泰安,0:21:00,0:21:00
205,409,3,曲阜东,0:38:00,0:44:00
205,409,4,滕州东,0:57:00,0:57:00
205,409,5,枣庄,1:04:00,1:04:00
205,409,6,徐州东,1:21:00,1:23:00
205,409,7,宿州东,1:42:00,1:44:00
205,409,8,蚌埠南,2:07:00,2:18:00
205,409,9,定远,2:31:00,2:31:00
205,409,10,滁州,2:43:00,2:43:00
205,409,11,扬州线路所,2:46:00,2:46:00
205,409,12,南京南,2:59:00,2:59:00
206,411,0,徐州东,0:42:00,0:42:00
206,411,1,宿州东,0:58:00,0:58:00
206,411,2,蚌埠南,1:19:00,1:29:00
206,411,3,定远,1:42:00,1:42:00
206,411,4,滁州,1:54:00,1:54:00
206,411,5,扬州线路所,1:57:00,1:57:00
206,411,6,南京南,2:10:00,2:12:00
206,411,7,秦淮河线路所,2:15:00,2:15:00
206,411,8,镇江南,2:32:00,2:34:00
206,411,9,丹阳北,2:45:00,2:47:00
206,411,10,常州北,2:59:00,3:01:00
206,411,11,无锡东,3:14:00,3:14:00
206,411,12,苏州北,3:22:00,3:24:00
206,411,13,昆山南,3:36:00,3:38:00
206,411,14,黄渡线路所,3:48:00,3:48:00
206,411,15,上海虹桥,3:55:00,3:55:00
207,413,0,徐州东,0:16:00,0:16:00
207,413,1,宿州东,0:32:00,0:32:00
207,413,2,蚌埠南,0:50:00,0:50:00
207,413,3,定远,1:01:00,1:01:00
207,413,4,滁州,1:16:00,1:18:00
207,413,5,扬州线路所,1:23:00,1:23:00
207,413,6,南京南,1:36:00,1:41:00
207,413,7,秦淮河线路所,1:44:00,1:44:00
207,413,8,镇江南,1:58:00,1:58:00
207,413,9,丹阳北,2:04:00,2:04:00
