车次ID,车次,站序,站名,到点,发点
270,539,1,宿州东,8:25:00,8:40:00
270,539,2,蚌埠南,9:03:00,9:18:00
270,539,3,定远,9:31:00,9:31:00
270,539,4,滁州,9:46:00,9:52:00
270,539,5,扬州线路所,9:57:00,9:57:00
270,539,6,南京南,10:10:00,10:10:00
271,541,0,徐州东,9:29:00,9:29:00
271,541,1,宿州东,9:45:00,9:45:00
271,541,2,蚌埠南,10:06:00,10:12:00
271,541,3,定远,10:25:00,10:25:00
271,541,4,滁州,10:37:00,10:37:00
271,541,5,扬州线路所,10:40:00,10:40:00
271,541,6,南京南,10:53:00,10:53:00
272,543,0,徐州东,3:21:00,3:21:00
272,543,1,宿州东,3:37:00,3:37:00
272,543,2,蚌埠南,3:58:00,4:04:00
272,543,3,定远,4:17:00,4:17:00
272,543,4,滁州,4:32:00,4:34:00
272,543,5,扬州线路所,4:39:00,4:39:00
272,543,6,南京南,4:52:00,4:52:00
273,545,0,徐州东,11:21:00,11:21:00
273,545,1,宿州东,11:40:00,11:45:00
273,545,2,蚌埠南,12:08:00,12:17:00
273,545,3,定远,12:33:00,12:48:00
273,545,4,滁州,13:02:00,13:02:00
273,545,5,扬州线路所,13:05:00,13:05:00
273,545,6,南京南,13:18:00,13:20:00
273,545,7,秦淮河线路所,13:23:00,13:23:00
273,545,8,镇江南,13:40:00,13:42:00
273,545,9,丹阳北,13:50:00,13:50:00
273,545,10,常州北,14:00:00,14:02:00
273,545,11,无锡东,14:15:00,14:15:00
273,545,12,苏州北,14:20:00,14:20:00
273,545,13,昆山南,14:27:00,14:27:00
273,545,14,黄渡线路所,14:35:00,14:35:00
273,545,15,上海虹桥,14:42:00,14:42:00
274,547,0,徐州东,0:20:00,0:20:00
274,547,1,宿州东,0:39:00,0:49:00
274,547,2,蚌埠南,1:09:00,1:09:00
274,547,3,定远,1:23:00,1:25:00
274,547,4,滁州,1:42:00,1:44:00
274,547,5,扬州线路所,1:49:00,1:49:00
274,547,6,南京南,2:02:00,2:04:00
274,547,7,秦淮河线路所,2:07:00,2:07:00
274,547,8,镇江南,2:24:00,2:26:00
274,547,9,丹阳北,2:34:00,2:34:00
274,547,10,常州北,2:44:00,2:46:00
274,547,11,无锡东,3:02:00,3:04:00
274,547,12,苏州北,3:14:00,3:16:00
274,547,13,昆山南,3:28:00,3:30:00
274,547,14,黄渡线路所,3:40:00,3:40:00
274,547,15,上海虹桥,3:47:00,3:47:00
275,549,0,徐州东,0:48:00,0:48:00
275,549,1,宿州东,1:07:00,1:22:00
275,549,2,蚌埠南,1:42:00,1:42:00
275,549,3,定远,1:53:00,1:53:00
275,549,4,滁州,2:08:00,2:10:00
275,549,5,扬州线路所,2:15:00,2:15:00
275,549,6,南京南,2:28:00,2:30:00
275,549,7,秦淮河线路所,2:33:00,2:33:00
275,549,8,镇江南,2:50:00,2:53:00
275,549,9,丹阳北,3:01:00,3:01:00
275,549,10,常州北,3:11:00,3:13:00
275,549,11,无锡东,3:29:00,3:38:00
275,549,12,苏州北,3:48:00,3:50:00
275,549,13,昆山南,3:59:00,3:59:00
275,549,14,黄渡线路所,4:07:00,4:07:00
275,549,15,上海虹桥,4:14:00,4:14:00
276,551,0,徐州东,3:38:00,3:38:00
276,551,1,宿州东,3:57:00,3:59:00
276,551,2,蚌埠南,4:22:00,4:22:00
277,553,0,徐州东,4:19:00,4:19:00
277,553,1,宿州东,4:38:00,4:40:00
277,553,2,蚌埠南,5:03:00,5:03:00
278,555,0,南京南,3:09:00,3:09:00
278,555,1,秦淮河线路所,3:12:00,3:12:00
278,555,2,镇江南,3:26:00,3:26:00
278,555,3,丹阳北,3:32:00,3:32:00
278,555,4,常州北,3:42:00,3:44:00
278,555,5,无锡东,4:00:00,4:03:00
278,555,6,苏州北,4:10:00,4:10:00
278,555,7,昆山南,4:20:00,4:22:00
278,555,8,黄渡线路所,4:32:00,4:32:00
278,555,9,上海虹桥,4:39:00,4:39:00
279,557,0,徐州东,1:43:00,1:43:00
279,557,1,宿州东,2:02:00,2:17:00
279,557,2,蚌埠南,2:40:00,2:50:00
279,557,3,定远,3:06:00,3:21:00
279,557,4,滁州,3:35:00,3:35:00
279,557,5,扬州线路所,3:38:00,3:38:00
279,557,6,南京南,3:51:00,4:06:00
279,557,7,秦淮河线路所,4:09:00,4:09:00
279,557,8,镇江南,4:26:00,4:39:00
279,557,9,丹阳北,4:47:00,4:47:00
279,557,10,常州北,4:54:00,4:54:00
279,557,11,无锡东,5:08:00,5:12:00
279,557,12,苏州北,5:19:00,5:19:00
279,557,13,昆山南,5:29:00,5:31:00
279,557,14,黄渡线路所,5:41:00,5:41:00
279,557,15,上海虹桥,5:48:00,5:48:00
280,559,0,北京南,12:25:00,12:25:00
280,559,1,廊坊,12:43:00,12:43:00
280,559,2,京津线路所,12:53:00,12:53:00
280,559,3,津沪线路所,12:54:00,12:54:00
280,559,4,天津南,12:55:00,12:55:00
280,559,5,沧州西,13:16:00,13:16:00
281,561,0,北京南,1:09:00,1:09:00
281,561,1,廊坊,1:27:00,1:27:00
281,561,2,京津线路所,1:37:00,1:37:00
282,563,0,北京南,2:22:00,2:22:00
282,563,1,廊坊,2:40:00,2:40:00
282,563,2,京津线路所,2:50:00,2:50:00
283,565,0,北京南,2:26:00,2:26:00
283,565,1,廊坊,2:44:00,2:44:00
283,565,2,京津线路所,2:54:00,2:54:00
284,567,0,北京南,0:19:00,0:19:00
284,567,1,廊坊,0:40:00,0:49:00
284,567,2,京津线路所,1:01:00,1:01:00
285,569,0,北京南,2:40:00,2:40:00
285,569,1,廊坊,2:58:00,2:58:00
285,569,2,京津线路所,3:08:00,3:08:00
286,571,0,北京南,3:18:00,3:18:00
286,571,1,廊坊,3:36:00,3:36:00
286,571,2,京津线路所,3:46:00,3:46:00
287,573,0,北京南,14:15:00,14:15:00
287,573,1,廊坊,14:36:00,14:43:00
287,573,2,京津线路所,14:55:00,14:55:00
287,573,3,津沪线路所,14:56:00,14:56:00
287,573,4,天津南,14:57:00,14:57:00
287,573,5,沧州西,15:15:00,15:15:00
287,573,6,德州东,15:39:00,15:39:00
288,575,0,济南西,0:40:00,0:40:00
288,575,1,崔马庄线路所,0:45:00,0:45:00
288,575,2,泰安,0:58:00,1:00:00
288,575,3,曲阜东,1:19:00,1:19:00
289,577,0,济南西,2:49:00,2:49:00
289,577,1,崔马庄线路所,2:54:00,2:54:00
289,577,2,泰安,3:07:00,3:09:00
289,577,3,曲阜东,3:28:00,3:28:00
290,579,0,津沪线路所,5:34:00,5:34:00
290,579,1,天津南,5:35:00,5:35:00
290,579,2,沧州西,5:56:00,6:09:00
290,579,3,德州东,6:35:00,6:35:00
291,581,0,北京南,3:22:00,3:22:00
291,581,1,廊坊,3:40:00,3:40:00
291,581,2,京津线路所,3:50:00,3:50:00
292,583,0,北京南,4:27:00,4:27:00
292,583,1,廊坊,4:45:00,4:45:00
292,583,2,京津线路所,4:55:00,4:55:00
